topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Herbst,0.03310650315185426,0.8893531469895042,0.23501039972146803,1.2360983833999637,26.0
Sommer,-0.26262979763640554,0.713623562784696,0.2672372144742228,1.1337881151837153,8.0
Winter,0.01087295212388245,0.9058387360546106,-0.057402678421337026,0.7821874983657043,135.0
